VT("/VOUT") X,VT("/VOUT") Y
0,0.2595527031031974
1.5625e-13,0.2595527207938458
4.6875e-13,0.259552745186554
1.09375e-12,0.2595527720141182
2.34375e-12,0.2595527513878632
4.843749999999999e-12,0.2595525568565852
9.843749999999998e-12,0.2595520045441901
1.984375e-11,0.259550949338201
2.984375e-11,0.2595500795231948
3.984374999999999e-11,0.2595493697262779
4.984374999999999e-11,0.2595487818505728
5.984374999999999e-11,0.2595482896023601
6.984374999999999e-11,0.2595478753253649
7.984375e-11,0.2595475262430825
8.984375e-11,0.2595472326417698
9.984375000000001e-11,0.2595469859539692
1.0984375e-10,0.2595467810019457
1.1984375e-10,0.2595466114071917
1.2984375e-10,0.2595464704456922
1.3984375e-10,0.2595463508795159
1.4984375e-10,0.2595462447320346
1.5984375e-10,0.2595461435468604
1.6984375e-10,0.2595460391133808
1.7984375e-10,0.2595459245559552
1.898437499999999e-10,0.2595457956201732
1.998437499999999e-10,0.2595456510283355
2.098437499999999e-10,0.2595454965801816
2.198437499999999e-10,0.2595453415070957
2.298437499999999e-10,0.2595451993927956
2.398437499999999e-10,0.2595450867649522
2.498437499999999e-10,0.259545020272772
2.5984375e-10,0.259545013174289
2.6984375e-10,0.2595450715770664
2.7984375e-10,0.2595451910716334
2.8984375e-10,0.2595453545430514
2.9984375e-10,0.2595455319466657
3.0984375e-10,0.2595456826634274
3.198437500000001e-10,0.2595457607023671
3.298437500000001e-10,0.2595457225142753
3.398437500000001e-10,0.2595455365789969
3.498437500000001e-10,0.25954519332326
3.598437500000001e-10,0.2595447134391441
3.698437500000001e-10,0.2595441498232383
3.798437500000002e-10,0.2595435959528484
3.898437500000002e-10,0.2595431653057747
3.998437500000002e-10,0.2595429803468042
4.098437500000002e-10,0.2595431507373622
4.198437500000002e-10,0.2595437464997161
4.298437500000003e-10,0.2595447719315262
4.398437500000003e-10,0.2595461455731694
4.498437500000003e-10,0.2595476919048442
4.598437500000003e-10,0.2595491498378089
4.698437500000003e-10,0.2595502002217548
4.798437500000002e-10,0.25955051752804
4.898437500000002e-10,0.2595498299901375
4.949218750000002e-10,0.2595490472756641
5e-10,0.2595479493189564
5.1e-10,0.2595450255997724
5.2e-10,0.2595412810211343
5.299999999999999e-10,0.2595372012741111
5.399999999999999e-10,0.2595336718293639
5.499999999999999e-10,0.2595318082852213
5.599999999999998e-10,0.2595327106727904
5.699999999999998e-10,0.2595372118813501
5.799999999999998e-10,0.2595456342060208
5.899999999999997e-10,0.2595575820867426
5.999999999999997e-10,0.2595718181469492
6.099999999999997e-10,0.2595862729112255
6.199999999999996e-10,0.2595982263879955
6.299999999999996e-10,0.2596046750007453
6.399999999999995e-10,0.2596028602736672
6.499999999999995e-10,0.2595909140274892
6.599999999999995e-10,0.2595684852058366
6.699999999999994e-10,0.2595372594572289
6.799999999999994e-10,0.2595012077983799
6.899999999999994e-10,0.2594664394013808
6.999999999999993e-10,0.2594405753476048
7.099999999999993e-10,0.2594316317504839
7.199999999999993e-10,0.2594464975533085
7.299999999999992e-10,0.259489199997734
7.399999999999992e-10,0.2595592326156813
7.499999999999992e-10,0.2596503756579152
7.599999999999991e-10,0.2597503023284388
7.699999999999991e-10,0.2598413077392879
7.799999999999991e-10,0.2599023669541476
7.89999999999999e-10,0.2599124773443859
7.99999999999999e-10,0.2598549025464849
8.09999999999999e-10,0.2597218865848311
8.199999999999989e-10,0.2595187716847379
8.299999999999989e-10,0.2592667631037573
8.399999999999989e-10,0.2590031806557453
8.499999999999988e-10,0.2587785733820898
8.599999999999988e-10,0.2586502217441163
8.699999999999988e-10,0.2586724472039472
8.799999999999987e-10,0.2588846614453055
8.899999999999987e-10,0.2592989379701107
8.999999999999986e-10,0.2598895585574005
9.099999999999986e-10,0.2605880786205435
9.199999999999986e-10,0.2612872231065321
9.299999999999985e-10,0.2618383705749884
9.399999999999986e-10,0.2620876384128757
9.499999999999986e-10,0.2618931387211838
9.599999999999985e-10,0.2611633134915669
9.699999999999985e-10,0.2599144674999512
9.799999999999985e-10,0.2582503714054757
9.899999999999984e-10,0.2563987831459251
9.999999999999984e-10,0.2546819038145343
1.009999999999998e-09,0.2534710899760579
1.019999999999998e-09,0.2531372707646828
1.029999999999998e-09,0.2539933339471608
1.039999999999998e-09,0.2562393752164416
1.049999999999998e-09,0.2598877423835472
1.059999999999998e-09,0.2646910843868812
1.069999999999998e-09,0.2700548867154005
1.079897116643233e-09,0.2749589058912529
1.088324612545078e-09,0.277938957735531
1.09600090389544e-09,0.2789597282020426
1.103444221661587e-09,0.2778415967804816
1.111146064011279e-09,0.2741679608224096
1.120462536852427e-09,0.2664149244313466
1.130462536852427e-09,0.2551748650985503
1.13829758616355e-09,0.2454189993923465
1.14487360383396e-09,0.2374105331346766
1.151207618996509e-09,0.2304654764515559
1.15766183446682e-09,0.2246671195785786
1.16448847374311e-09,0.2204189651689649
1.171713609256086e-09,0.2185446549363509
1.179173053900495e-09,0.2200273264320038
1.186558400953393e-09,0.2256288292271683
1.193501822261539e-09,0.2355021161796564
1.199744611440442e-09,0.249128231065907
1.205279440174888e-09,0.2658380209257964
1.210357469483601e-09,0.2855986281669465
1.215625081182251e-09,0.3106459804356573
1.220210968532016e-09,0.335653709465886
1.225285127419138e-09,0.3654185900224088
1.229441219734878e-09,0.3902118246565195
1.233208408021298e-09,0.4119409250325874
1.236894513926426e-09,0.431536107285821
1.240546044038427e-09,0.448411090330977
1.244256637938854e-09,0.4620981341615925
1.248089567884787e-09,0.4717389274988638
1.25211315058518e-09,0.4761770949885116
1.256451158750717e-09,0.4738030044843297
1.261380387741505e-09,0.461721589263076
1.26691058335179e-09,0.4366359543601278
1.273023870788431e-09,0.3964709399817306
1.277923933112226e-09,0.3568812684119891
1.281948956394421e-09,0.3212774110385658
1.285484180050863e-09,0.2895161190219914
1.288548804847633e-09,0.2632902189751859
1.291255547703787e-09,0.2423521319526636
1.293910318322051e-09,0.2244726668116817
1.297067928498099e-09,0.2066281177022807
1.30158876157004e-09,0.1863028822416296
1.305424569672542e-09,0.1726448595889149
1.309000329001617e-09,0.1620697812158622
1.312977237664867e-09,0.1522151645653003
1.317793163269088e-09,0.1425364662246841
1.322884732060905e-09,0.1346438404007174
1.328417980470976e-09,0.1284973032905964
1.334910288643948e-09,0.1242422445316245
1.340718624129877e-09,0.1229886089067545
1.345446819196144e-09,0.1237301759454449
1.349753259841807e-09,0.1258439447274094
1.353950781336334e-09,0.1293283449031508
1.358368251877942e-09,0.1346773571841523
1.36369065759788e-09,0.1437305271129097
1.369409250739241e-09,0.157274442859055
1.375075751117182e-09,0.1757879713062601
1.379925765913992e-09,0.1972355392817259
1.384250104088952e-09,0.2225717344337018
1.387930827230817e-09,0.2505792102594386
1.391098319042261e-09,0.2806591419631959
1.394214892748864e-09,0.3159045279801419
1.397612285522457e-09,0.3597908281999702
1.401049004448453e-09,0.4084668948949356
1.404004506649603e-09,0.4526136102884791
1.406914172463987e-09,0.4971579237348208
1.409946071038673e-09,0.5437818056121396
1.413162042904195e-09,0.5924766773802381
1.416566551399167e-09,0.6420632905327311
1.420124774033434e-09,0.6905008508085035
1.423817137398213e-09,0.735801502971608
1.427667506822276e-09,0.7763850406888717
1.431785024787376e-09,0.8112230834337882
1.436529696724899e-09,0.8400199948941437
1.444101304068626e-09,0.8635684850504989
1.449993298073784e-09,0.8662560442426437
1.454799396542899e-09,0.860036515192129
1.459385833452378e-09,0.8476679372251913
